Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
29/10/2014,"NO. 10 RADHARC NA GREINE, ALTAMONT STREET, WESTPORT",,Mayo,"€188,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/03/2011,"BALLYLYNCH, KILMACTHOMAS",,Waterford,"€100,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
29/08/2019,"CHURCH BRAE, GREENCASTLE, CO DONEGAL",,Donegal,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/10/2021,"5 CLUAIN AOIBH, CLARINA, LIMERICK",,Limerick,"€296,272.00",No,No,Second-Hand Dwelling house /Apartment,
25/11/2019,"14BROOKLODGE HOUSE, OAKVIEW VILLAGE, TRALEE",,Kerry,"€92,250.00",No,No,Second-Hand Dwelling house /Apartment,
19/03/2010,"11 Ashbourne Village, Tycor",,Waterford,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2016,"APT 12 BLOCK 1, RIVERWALK, INNER RING RD",,Waterford,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/11/2017,"4 DUN A RI GARDENS, KINGCOURT, CAVAN",,Cavan,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/05/2015,"8 OAKDALE, SHANAKIEL, CORK",,Cork,"€176,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/03/2020,"64 An Fuaran, Dublin Road, Oranmore",,Galway,"€312,775.33",No,Yes,New Dwelling house /Apartment,
26/09/2014,"CORLEA, ENYBEGS, LONGFORD",,Longford,"€87,500.00",No,No,Second-Hand Dwelling house /Apartment,
07/10/2016,"70 GLENN NA RI, DRUID VALLEY, CABINTEELY DUBLIN 18",,Dublin,"€337,500.00",No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"68 Grande Central, Rockbrook, Sandyford",Dublin 18,Dublin,"€251,754.00",No,No,Second-Hand Dwelling house /Apartment,
14/08/2017,"22 BELFRY GREEN, CITYWEST, DUBLIN 24",Dublin 24,Dublin,"€197,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/06/2018,"BALLYKINIVA, CLAREMORRIS, MAYO",,Mayo,"€34,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/10/2014,"12 CLONMEL RD, GLASNEVIN, DUBLIN 11",Dublin 11,Dublin,"€520,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/08/2015,"62 Woodglade, Fenagh",,Carlow,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/02/2018,"8 ST HELENS VILLAS, ROCK RD, BOOTERSTOWN",,Dublin,"€1,400,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/10/2015,"2 CASTLEVIEW ROAD, CLONDALKIN, DUBLIN 22",,Dublin,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/09/2014,"5 Heatherfield, Carrigaline, Co. Cork",,Cork,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/10/2013,"114 Kilbarry Place, Farranree, Cork",,Cork,"€48,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/11/2021,"55 HUNTSTOWN WOOD, BLANCHARDSTOWN, DUBLIN 15",Dublin 15,Dublin,"€298,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/05/2019,"142  Ardglass, Baltinglass",,Wicklow,"€228,634.00",No,Yes,New Dwelling house /Apartment,
01/10/2019,"84 CHILDERS EST, DUN GARVAN, WATERFORD",,Waterford,"€50,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
17/02/2016,"210 The Links, Elm Park, Merrion Road",Dublin 4,Dublin,"€167,117.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2011,"Tigroney Cottage, Tigroney West, Avoca",,Wicklow,"€97,500.00",No,No,Second-Hand Dwelling house /Apartment,
08/08/2014,"18 Glebe House Gardens, Emmet Square, Clonakilty Co. Cork",,Cork,"€187,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/08/2021,"2 The Walk, Oldbridge Manor, Rathmullan",,Meath,"€303,964.75",No,Yes,New Dwelling house /Apartment,
06/04/2017,"12 CLACHAN MOR, LETTERKENNY, DONEGAL",,Donegal,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/09/2019,"21 ST LAURENCES PARK, DROGHEDA, LOUTH",,Louth,"€162,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/01/2020,"49 KINGS HILL, NEWPORT RD, WESTPORT",,Mayo,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/09/2018,"40 KILCORNAN ROAD, ENNISTYMON, CO CLARE",,Clare,"€45,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2012,"Kilnamanagh, Oulart, Gorey",,Wexford,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/07/2016,"1 CANAL VIEW, LEITRIM VILLAGE, CARRICK ON SHANNON",,Leitrim,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/08/2017,"23 LIMETREE AVENUE, TERMON ABBEY, DROGHEDA",,Louth,"€216,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/06/2017,"16 CARRIGMORE CLOSE, FORTUNESTOWN LANE, SAGGART",Dublin 24,Dublin,"€331,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/10/2014,"92 BURNELL COURT, NORTHERN CROSS, MALAHIDE ROAD",,Dublin,"€172,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/02/2016,"4 Glebe Crescent ors The Fair Green, Market Green, Balbriggan",,Dublin,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/10/2015,"APT 3 NEW RD, CASTLEREA, NEW RD",,Roscommon,"€28,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/08/2016,"2 WOODVILLAGE, GRANGE, FETHARD",,Wexford,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/10/2021,"1 CAISLEAN CLOSE, BALLINCOLLIG, CORK",,Cork,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/01/2012,"Gortlandroe, Nenagh",,Tipperary,"€79,500.00",No,No,Second-Hand Dwelling house /Apartment,
24/05/2016,"8 Parkside Drive, Parkside, Malahide Road",,Dublin,"€281,938.33",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
25/05/2017,"46 ASHFIELD RISE, BALBRIGGAN, DUBLIN",,Dublin,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/06/2013,"9 Balach an Tobair, Tober Hill, Westport",,Mayo,"€113,230.00",Yes,No,Second-Hand Dwelling house /Apartment,
27/04/2018,"94 WYCKHAM POINT, DUNDRUM, DUBLIN 16",Dublin 16,Dublin,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/08/2016,"84 PEARSE GARDENS, SALLYNOGGIN, DUN LAOGHAIRE",,Dublin,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2018,"12 CARRICKBRACK HEATH, SUTTON, DUBLIN 13",Dublin 13,Dublin,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/12/2012,"15 Peyton Square, Stoney Road, Rathcoole",,Dublin,"€281,938.32",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
24/05/2019,"EIRI NA GREINE, CARROWDURNEEN, SKREEN",,Sligo,"€375,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/09/2016,"63 WOODVILLE MANOR, TOM BELLOW AVE RD, DUNDALK",,Louth,"€116,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/07/2019,"THE OAKS, CREAGH, BALLYOWEN",,Wexford,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/08/2019,"9 GORTONORA, DINGLE, CO.KERRY",,Kerry,"€201,760.00",No,Yes,New Dwelling house /Apartment,
22/12/2011,"37 Susanville Road, Drumcondra",Dublin 3,Dublin,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/05/2020,"2 PAIRC NA CUILEANN, BALLYMUN DUBLIN 11, DUBLIN",Dublin 11,Dublin,"€282,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/04/2018,"Apartment 34  Leona Block, Honeypark, Honeypark",,Dublin,"€295,154.19",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/05/2015,"INISFRADIGH, GLENCAP, KILMACANOGUE",,Wicklow,"€775,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2011,"35 Willbrook Lawns, Rathfarnham, Dublin 14",,Dublin,"€395,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/05/2019,"54 EALLAGH, HEADFORD",,Galway,"€214,087.50",No,Yes,New Dwelling house /Apartment,
10/09/2021,"5 GLENBROOK RD, NAVAN RD, DUBLIN 7",Dublin 7,Dublin,"€520,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/03/2010,"Whitewater House, Baily, Howth",,Dublin,"€1,550,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/01/2015,"6 OWENABUE RISE, OWENABUE, CARRIGALINE",,Cork,"€167,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/08/2019,"Apt 16 Bridgefield, Northwood, Santry Demesne",Dublin 9,Dublin,"€339,207.00",No,Yes,New Dwelling house /Apartment,
06/07/2020,"APT 3 BLOCK 10, NEW PRIORY HALL, HOLE IN THE WALL ROAD",,Dublin,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/10/2020,"4 BUTTERSTREAM MANOR, TRIM, CO MEATH",,Meath,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/11/2018,"APT 6, 60 MAIN ST, BUNCRANA",,Donegal,"€25,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2019,"14 OLD WINDMILL COURT, LIMERICK, LIMERICK",,Limerick,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2011,"85  Castle View Road, Clondalkin",,Dublin,"€160,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
23/12/2014,"6 HOUSE AILESBURY OAKS, AILESBURY RD, DUBLIN 4",Dublin 4,Dublin,"€750,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/10/2016,"25 CARRAIG MIDHE, CORBALLY, COUNTY CLARE",,Clare,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/02/2016,"KNOCKNAGEEHA, GNEEVEGUILLA, RATHMORE",,Kerry,"€174,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2011,"Ropefield, Ballinacarrow",,Sligo,"€18,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/11/2019,"104 HIGH ST, CORK",,Cork,"€238,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/11/2015,"245 SWEEPSTAKES, BALLSBRIDGE PARK, BALLSBRIDGE DUBLIN 4",Dublin 4,Dublin,"€415,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/03/2017,"BEAU PARC, BALLYMOTE RD, TUAM",,Galway,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/12/2017,"5 GLENTHORN DR, DUBLIN HILL, CORK",,Cork,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/07/2010,"6 Summerfield, Old Bawn, Tallaght",,Dublin,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/08/2014,"Ballanagh House, Avoca, Wicklow",,Wicklow,"€440,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/08/2014,"CAIRNHILL, HAWTHORN LAWN, CASTLEKNOCK DUBLIN 15",Dublin 15,Dublin,"€490,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/01/2016,"18 STEPHENSTOWN COURT, TWO MILE HOUSE, NAAS",,Kildare,"€630,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/05/2011,"27a St Lawrence Road, Clontarf",,Dublin,"€375,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/04/2019,"39 FERNDALE, CORK RD, CARRIGALINE",,Cork,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/06/2020,"UNIT 28   BLOCK 9, DUNSOGHLY WAY, RATOATH ROAD",Dublin 11,Dublin,"€295,154.00",No,Yes,New Dwelling house /Apartment,
28/03/2017,"Apartment 6   Block 1, New Priory, The Hole in the Wall Road",,Dublin,"€180,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
01/06/2018,"14 LIOS AN OIR, LIOS NA RI, CHARLEVILLE",,Cork,"€154,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/03/2021,"27 SKIBEREEN RETIREMENT V, BALTIMORE ROAD, SKINEREEN",,Cork,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/01/2020,"29 STATIONCOURT PARK, COOLMINE, DUBLIN 15",Dublin 15,Dublin,"€277,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/11/2020,"63 ALDERWOOD GREEN, SPRINGFIELD, TALLAGHT DUBLIN 24",Dublin 24,Dublin,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/07/2016,"KEENEGHAN HOUSE, BALLYMOTE, SLIGO",,Sligo,"€69,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/06/2018,"MELWOOD, DELGANY, WICKLOW",,Wicklow,"€1,098,357.00",No,No,Second-Hand Dwelling house /Apartment,
22/11/2017,"32 WESTON MEADOW, LUCAN, DUBLIN",,Dublin,"€485,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/09/2014,"21 ELMVALE, RIVERBANK, ANNACOTTY",,Limerick,"€154,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/07/2017,"11 BECTIVE HOUSE, BEAUFORT PLACE, NAVAN",,Meath,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/08/2019,"20 Glenheron Park, Glenheron, Greystones",,Wicklow,"€401,000.00",No,Yes,New Dwelling house /Apartment,
29/08/2019,"APARTMENT5, WATERPARK RUGBY CLUB, MAYPARK LANE",,Waterford,"€152,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/01/2018,"122 DARA COURT, CELBRIDGE, KILDARE",,Kildare,"€273,903.00",No,No,Second-Hand Dwelling house /Apartment,
27/07/2021,"3 KILMORE, KILLINKERE, CAVAN",,Cavan,"€550,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/04/2019,"772 ST PATRICKS PARK, CELBRIDGE, KILDARE",,Kildare,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/11/2018,"ROSSES POINT, SLIGO",,Sligo,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/11/2020,"5 KENNEDY CRESCENT, NAVAN, MEATH",,Meath,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/10/2011,"108 Achill Road, Loughlinstown, Dun Laoghaire",,Dublin,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/09/2016,"6 MULBERRY PARK, BALLINODE, SLIGO",,Sligo,"€102,500.00",No,No,Second-Hand Dwelling house /Apartment,
16/09/2021,"22 CASTLEKNOCK ELMS, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/06/2012,"10 tHE oSPREY, Barnageeragh Cove, Skerries",,Dublin,"€214,951.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
13/07/2018,"37 Oaktree Green, 'Cunnaberry Hill', Tully Road",,Kildare,"€217,867.94",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
19/12/2019,"13 GLENVIEW PARK, BALLYBOFEY, DONEGAL",,Donegal,"€86,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/11/2021,"179 CLOCHRAN, KILCOLGHANS, TUAM",,Galway,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/05/2020,"122 JAMESTOWN AVENUE, INCHICORE, DUBLIN 18",,Dublin,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/07/2013,"Apartment No.33  Block C, Kempton Court, Drumalee",,Cavan,"€22,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
21/06/2018,"16 RINN LIA, OLD BALLYBRIT RD, BALLYBRIT",,Galway,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/08/2021,"13 WATERSIDE CLOSE, WATERSIDE, SWORDS ROAD",,Dublin,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/01/2014,"72 merrion grove, stillorgan road, county dublin",,Dublin,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/05/2018,"APT 3 CE NA MARA, THE DOCKS, GALWAY",,Galway,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/07/2010,"58 Cregaun, Toberteascain, Ennis",,Clare,"€132,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/05/2017,"ROCKFIELD, BARRETTSTOWN RD, NEWBRIDGE",,Kildare,"€520,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/11/2021,"ROCKFIELD, AUGHERSKEA, DRUMKEE",,Meath,"€492,500.00",No,No,Second-Hand Dwelling house /Apartment,
05/06/2014,"MOUNTAIN VIEW, BAWNBOY",,Cavan,"€92,500.00",No,No,Second-Hand Dwelling house /Apartment,
13/09/2018,"2A THE COTTAGE, KILMACUAGH AVE, DUBLIN RD",,Westmeath,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/08/2013,"merville, tobergregan, garristown",,Dublin,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/06/2019,"CARROWPETER, UPPER DUBLIN ROAD, TUAM",,Galway,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/06/2021,"304 SPICERS MILL, DROGHEDA ST, BALBRIGGAN",,Dublin,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/02/2017,"27 The Crescent, Pipers Hill, Kilashee  Naas",,Kildare,"€330,300.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
03/03/2014,"CRE GAL COTTAGE, SUMMERHILL, CLONLARA",,Clare,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/12/2017,"2 Scath Na Sleibhe, Carrowbunnaun, Strandhill",,Sligo,"€251,696.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
22/12/2016,"MERCY CONVENT, ENNISCORTHY, CO. WEXFORD",,Wexford,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/02/2016,"54 NORTHBROOK AVE, DUBLIN 6, DUBLIN",Dublin 6,Dublin,"€375,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/04/2021,"8 WICKLOW COURT, 38 SOUTH GREAT GEORGE'S STREET, DUBLIN 2",Dublin 2,Dublin,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/08/2015,"56 CASTLEKNOCK GLADE, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,"€490,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/02/2012,"13 Ellensborough Lodge, Kiltipper Road, Tallaght",,Dublin,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/10/2015,"27 CRESCENT COURT, FATHER GRIFFIN RD, GALWAY",,Galway,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/08/2016,"47 Hunter's Green, Gorey",,Wexford,"€176,707.00",Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
01/12/2017,"80 CLONARD ST, BALBRIGGAN, DUBLIN",,Dublin,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/03/2017,"54 Abbot Court, Cualanor, Dun Laoghaire",,Dublin,"€218,693.94",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
09/07/2012,"ST. MARTINS, TOGHER ROAD, CORK",,Cork,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/02/2012,"2 MAURLAND, KILMONEY, CARRIGALINE",,Cork,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/01/2019,"3 BAILEYS NEW STREET, WATERFORD",,Waterford,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/07/2019,"BLACKTRENCH, NAAS, CO. KILDARE",,Kildare,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2019,"93 PINEWOOD CRESCENT, GLASNEVIN, DUBLIN 11",Dublin 11,Dublin,"€545,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/03/2018,"106 ASHFIELD EAST, OLD GOLF LINKS RD, KILKENNY",,Kilkenny,"€103,500.00",No,No,Second-Hand Dwelling house /Apartment,
03/02/2011,"9 Hillside View, Castlecomer, County Kilkenny",,Kilkenny,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2019,"9 ELMFIELD DR, CLAREHALL, DUBLIN 13",Dublin 13,Dublin,"€15,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
11/10/2017,"RALEIGHSTOWN, GRANGE, KILMALLOCK",,Limerick,"€289,500.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2019,"305 CUBES SIX, BEACON, SOUTH QUARTER SANDYFORD",,Dublin,"€321,303.00",No,No,Second-Hand Dwelling house /Apartment,
09/02/2016,"28 Seanabothair, Killeens",,Cork,"€233,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/07/2016,"7 Parkside Mews, Balgriffin, Dublin 13",,Dublin,"€314,971.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
04/08/2021,"CAHEROERIGH, BIRR, TIPPERARY",,Tipperary,"€220,000.00",No,Yes,New Dwelling house /Apartment,
30/04/2020,"APT 1, 3 GREAT STRAND STREET, DUBLIN",Dublin 1,Dublin,"€683,295.06",No,No,Second-Hand Dwelling house /Apartment,
20/05/2016,"14 BALLYGANNON, GREENANE RD, RATHDRUM",,Wicklow,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/04/2020,"Apartment 1, The Friary, Church Road",,Wicklow,"€222,500.00",No,Yes,New Dwelling house /Apartment,
19/11/2014,"185 WALLED GARDENS, CASTLETOWN, CELBRIDGE",,Kildare,"€222,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/10/2021,"14 MILLSTEAD, MILL ROAD, BLANCHARDSTOWN",Dublin 15,Dublin,"€345,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/11/2016,"2 Thornberry Drive, Belmont Aiken's Village, Stepaside",,Dublin,"€350,325.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/10/2011,"Malinbeg, Glencolumbkille",,Donegal,"€120,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
08/02/2018,"54 GARANBAWN, MURROE, LIMERICK",,Limerick,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/08/2021,"2 MURMONT COURT, MAYFIELD, CORK",,Cork,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/04/2021,"LONGFORD RD, DRUMLISH, LONGFORD",,Longford,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/08/2021,"10 ASH GROVE, GREENHILL VILLAGE, CARRICK ON SUIR",,Tipperary,"€128,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/10/2018,"61 BELVILLE, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,"€246,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/03/2021,"APT 36 WOODFIELD, BLARNEY, CORK",,Cork,"€160,984.00",No,No,Second-Hand Dwelling house /Apartment,
02/12/2021,"3 LIFFEY HALL, LUCAN, DUBLIN",,Dublin,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/02/2021,"9 CONGRESS PLACE, WATERFORD CITY, WATERFORD",,Waterford,"€74,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
30/08/2013,"9 Seabrook, Brook Lane, Rush",,Dublin,"€56,750.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
04/11/2019,"13 GALTYMORE RD, DRIMNAGH, DUBLIN 12",Dublin 12,Dublin,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/07/2014,"69 willouise, sherlockstown Road, Sallins",,Kildare,"€243,495.93",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
26/03/2020,"71 ROSEFIELD PARK, DUBLIN 24, DUBLIN",Dublin 15,Dublin,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"8 GRACELANDS, RATHCORMAC, CO CORK",,Cork,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/07/2013,"8 Dargan Drive, Honey Park, Dun Laoghaire",,Dublin,"€383,259.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
18/07/2019,"114 MAYORSTONE AVENUE, CAHERDAVIN, LIMERICK",,Limerick,"€331,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"12 THE NURSERIES, CHURCH RD, MUHUDDART DUBLIN 15",Dublin 15,Dublin,"€169,500.00",No,No,Second-Hand Dwelling house /Apartment,
17/06/2016,"LOWRAN, PIKE OF RUSHALL, LAOIS",,Laois,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/12/2016,"APT 12, 68 JERVIS ST, DUBLIN 1",Dublin 1,Dublin,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/10/2017,"DERREENAMACKAUN, GORTHAGANNY, CASTLEREA",,Roscommon,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/02/2017,"6 THE FAIRWAYS, WESTPORT, MAYO",,Mayo,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/07/2014,"11 PORTOBELLO WHARF, HAROLDS CROSS, RATHMINES DUBLIN 8",Dublin 8,Dublin,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/10/2021,"157 CLONLIFFE RD, DUBLIN 3, DUBLIN",Dublin 3,Dublin,"€825,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/07/2018,"62 ORCHARD HEIGHTS, CHARLEVILLE, CORK",,Cork,"€141,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/04/2012,"27  Palace Fields, Tuam",,Galway,"€133,030.00",No,No,Second-Hand Dwelling house /Apartment,
10/09/2021,"20 Castle House, Davitts Quay, Dungarvan",,Waterford,"€198,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/04/2019,"9 WILLANS ROW, ONGAR GREEN, DUBLIN 15",Dublin 15,Dublin,"€218,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/11/2012,"8 Beechpark Avenue, Castleknock",,Dublin,"€522,500.00",No,No,Second-Hand Dwelling house /Apartment,
24/05/2019,"24 THE ELMS, WESTPORT, MAYO",,Mayo,"€227,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/08/2017,"257 MOURNE ROAD, DRIMNAGH, DUBLIN 12",Dublin 12,Dublin,"€272,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/11/2015,"3 BOW ST, SMITHFIELD, DUBLIN 7",Dublin 7,Dublin,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/10/2021,"GARNAFAILAGH, ATHLONE, WESTMEATH",,Westmeath,"€490,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/12/2014,"43 Walkinstown Drive, Walkinstown",Dublin 12,Dublin,"€296,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/06/2015,"11 GLEBE HALL, KILMESSAN, CO MEATH",,Meath,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/04/2016,"119 HARBOUR VIEW, CROFTON RD, DUN LAOGHAIRE",,Dublin,"€232,000.00",No,No,Second-Hand Dwelling house /Apartment,
