DateofSale(yyyy-mm-dd),Address,PostalCode,County,Price(€),NotFullMarketPrice,VATExclusive,DescriptionofProperty,PropertySizeDescription
2018-05-30,"15 kilkee bay apts, kilkee, clare",,Clare,72000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-12-05,"28 the grove, gort, galway",,Galway,155000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-12-20,"45 the casino, malahide, dublin",,Dublin,450000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-10-20,"47 beaumont hall, beaumont woods, dublin 9",Dublin 9,Dublin,318000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-12-15,"132 silchester park, glenageary, co. dublin",,Dublin,425000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-03-29,"109 racehill crescent, ashbourne, meath",,Meath,318000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-04-16,"apt 10 block east, chapel lane, cashel",,Tipperary,26000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-03-11,"maree road, oranmore, co. galway",,Galway,378854.0,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
2018-07-17,"calella, 14 belladd, portlaoise",,Laois,50000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2010-06-02,"29 charleton hill, new ross",,Wexford,70000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-11-27,"knocknagorteeny, murroe, co limerick",,Limerick,280000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-12-22,"9 caher court, caherwalter, dublin road",,Galway,13740.0,No,No,Second-Hand Dwelling house /Apartment,
2015-08-07,"15 ormond ave, swords, dublin",,Dublin,250000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-03-31,"128 abbeygrove, navan, meath",,Meath,147500.0,No,No,Second-Hand Dwelling house /Apartment,
2021-03-04,"15 gateway park, hospital road, skagh",,Limerick,286343.0,No,Yes,New Dwelling house /Apartment,
2014-06-12,"421 carleton wharf, youghal, cork",,Cork,68000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-06-11,"2 lauderdale terrace, vevay rd, bray",,Wicklow,345000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-11-01,"71 taney avenue, goatstown",,Dublin,315150.0,No,No,Second-Hand Dwelling house /Apartment,
2013-12-20,"19 phoenix park way, phoenix park racecourse, castleknock",Dublin 15,Dublin,8000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2017-12-11,"120 new haven bay, balbriggan, dublin",,Dublin,271000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-05-27,"10 finglaswood rd, finglas, dublin 11",Dublin 11,Dublin,195000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-09-08,"2 st josephs park, mayfield, co cork",,Cork,160000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-06-26,"13 millers court, old quarter, ballincollig",,Cork,133039.65,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2015-03-03,"196 abbey court, bachelor's walk, dublin 1",,Dublin,130000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-05-02,"5 meadow ville, burkes hill, birr",,Offaly,236000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-10-08,"66 waterville terrace, waterville, blanchardstown dublin 15",Dublin 15,Dublin,212000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-08-12,"corelish, pallasgreen, co limerick",,Limerick,90000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-01-08,"drumcooly, edenderry, offaly",,Offaly,90000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-05-10,"monmore, emly, tipperary south",,Tipperary,125000.0,No,No,Second-Hand Dwelling house /Apartment,
2010-06-07,"25 the parklands, rathfarnham, dublin 14",Dublin 14,Dublin,235000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-10-19,"curreeny, commons, co tipperary",,Tipperary,20000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-03-16,"14 clonlea, woodpark, ballinteer",Dublin 16,Dublin,397000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-03-06,"18 parkside gardens, balgriffin, dublin 13",Dublin 13,Dublin,290748.88,No,Yes,New Dwelling house /Apartment,
2019-11-28,"9 knightsgate avenue, rush, co dublin",,Dublin,330396.0,No,Yes,New Dwelling house /Apartment,
2012-07-27,"11 bewley grove, lucan, county dublin",,Dublin,388000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-02-01,"2 summerhill, ennis, co clare",,Clare,165000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-03-13,"5 barrack street close, ballymore eustace",,Kildare,150000.0,No,No,Second-Hand Dwelling house /Apartment,
2010-09-21,"15 carleton road, marino",Dublin 3,Dublin,300000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-07-15,"7 walnut drive, caherdavin heights",,Limerick,111400.0,No,No,Second-Hand Dwelling house /Apartment,
2010-12-17,"sea road, ballymoney, gorey",,Wexford,315000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-12-11,"7 white abbey court, pidgeon lane, kildare",,Kildare,192000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-02-24,"2 st endas villas, ballyellen, goresbridge",,Carlow,175000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2017-01-12,"18 the green gleann na ri tower, blarney, co cork",,Cork,235000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-12-02,"manresa, st annes road, killarney",,Kerry,230000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-10-26,"68 carleton village, youghal, cork",,Cork,65000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-05-29,"48 doctor mannix rd, salthill, galway",,Galway,700000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-01-18,"ballinagar, tullamore",,Offaly,53000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-09-26,"20 parkrise, moorepark, birr",,Offaly,134000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-02-13,"73 mountain park, tallaght, dublin 24",Dublin 24,Dublin,285000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-12-17,"11 churchfield, st patricks rd, limerick city",,Limerick,208000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-04-26,"55 clonard, westbury, corbally",,Clare,165000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-01-23,"12 mount bellew green, lucan, dublin",,Dublin,285000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-07-17,"rathreadh, ardagh, newcastlewest",,Limerick,25000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-09-09,"11 clearwater, courtmacsherry, cork",,Cork,195000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-02-17,"8 glendale dr, bray, wicklow",,Wicklow,362000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-07-27,"unit 2 seascape, 366 clontarf road, dublin 3",Dublin 3,Dublin,342000.0,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
2013-10-17,"boyerstown road, ardbraccan, navan",,Meath,108000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-12-15,"1 hanover place, hanover rd, carlow",,Carlow,125000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-02-07,"holly lodge, pidgeon house lane, julianstown",,Meath,640000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-01-20,"biarritz, 189 heathervue, greystones",,Wicklow,380000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-05-31,"82 the maples, arklow",,Wicklow,148500.0,No,No,Second-Hand Dwelling house /Apartment,
2018-03-13,"18 barley hill court, bohola, county mayo",,Mayo,100000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-08-20,"29 the sycamores, drogheda, louth",,Louth,230000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-12-19,"155 the links, donabate, dublin",,Dublin,250000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-07-17,"109 & 111 emmet road, inchicore",Dublin 8,Dublin,360000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-05-30,"148 lismore rd, crumlin, dublin city",Dublin 12,Dublin,125000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-03-09,"4 the crescent, estuary dr, mahon",,Cork,165000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-10-14,"no 2 oldchapel village, bandon, co cork",,Cork,80000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-05-10,"32 finn eber sq, finglas, dublin 11",Dublin 11,Dublin,206000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-11-21,"6 standhouse rd, newbridge, kildare",,Kildare,350000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-03-26,"4 balrothery rise, tallaght, dublin 24",Dublin 24,Dublin,430000.0,No,Yes,New Dwelling house /Apartment,
2020-02-03,"27 highlands passage west, passage west, cork",,Cork,445000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-08-13,"upper grange, goresbridge, co kilkenny",,Kilkenny,285000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-02-20,"4 ternlee, cooldross lane, kilcoole",,Wicklow,277533.0,No,Yes,New Dwelling house /Apartment,
2018-06-21,"bargy commons, murrintown, wexford",,Wexford,142000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-06-03,"inchwell road, kanturk",,Cork,133333.0,No,No,Second-Hand Dwelling house /Apartment,
2013-05-28,"9 oakpark terrace, oakpark road, tralee",,Kerry,85000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-09-10,"42 crosbie place, carlow, carlow",,Carlow,154000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-10-25,"17 eaton terrace, rathcoole, dublin",Dublin 24,Dublin,225000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-06-02,"7 cedar grove, cluain ard, newtown",,Cork,120000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-09-07,"2 louisa court, crawford gate, bessboro road",,Cork,296136.0,No,Yes,New Dwelling house /Apartment,
2020-09-11,"91 mostrim oaks, edgeworthstown, longford",,Longford,182000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-12-18,"56 the rise, boden patk, rathfarnham dublin 16",Dublin 16,Dublin,439000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-06-13,"8 hazelwood, castletroy, limerick",,Limerick,269000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-06-26,"grange, clonmel",,Tipperary,65000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-07-09,"6 old wellington terrace, o'connell avenue, limerick",,Limerick,245000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-12-20,"5 blackheath grove, clontarf",Dublin 3,Dublin,550000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-12-18,"1 oak close, bloomfield, annacotty",,Limerick,282819.0,No,Yes,New Dwelling house /Apartment,
2016-09-30,"apt 42, grangeview place, condalkin",Dublin 22,Dublin,100000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-05-27,"6 leopardstown rise, leopardstown road, sandyford",,Dublin,910000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-04-28,"mitchel st, thurles, tipperary",,Tipperary,42000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-10-22,"hazelwood, mossvale, dundrum",Dublin 14,Dublin,444000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-02-28,"4 verona, queens park, monkstown",,Dublin,460000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-07-26,"1 chestnut grove, cross st, loughrea",,Galway,210000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-08-12,"7 garrai sheain, roscam, galway",,Galway,135000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-10-16,"apartment no 412, pier head  allins quay, youghal",,Cork,44052.0,No,No,Second-Hand Dwelling house /Apartment,
2011-05-06,"63 st brendan's avenue, artane",,Dublin,290000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-12-07,"83 adamstown ave, adamstown, lucan",,Dublin,259000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-01-05,"90 laverna way, castleknock",Dublin 15,Dublin,312775.33,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
2018-10-22,"13 slip grove, bantry, cork",,Cork,200000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-11-14,"apartment no.146 abbot court, cualanor, upper glenageary road",,Dublin,401988.55,No,Yes,New Dwelling house /Apartment,
2020-06-22,"aughafarnan, kilmainhamwood, kells",,Meath,50000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-07-29,"23 riverside lawns, kinnegad, westmeath",,Westmeath,235000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-02-17,"mam na gaoithe, ventry, dingle",,Kerry,185000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-09-29,"35 hillcrest, kilcullen, kildare",,Kildare,240000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2015-05-13,"st anthonys, beaulieu, drogheda",,Louth,200000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-09-27,"unit 11, knockanally golf village, knockanally",,Kildare,55000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2011-08-15,"roshin acres, burtonport",,Donegal,81000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-02-11,"111 highfield park, dundrum rd, dublin 14",Dublin 14,Dublin,595000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-05-08,"20 wilfield, sandymount ave, dublin 4",Dublin 4,Dublin,417500.0,No,No,Second-Hand Dwelling house /Apartment,
2016-10-28,"ballyvrislaun, liscannor, co clare",,Clare,66000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-07-22,"spring pk, palace east, newross",,Wexford,68000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-11-02,"2297 melitta rd, kildare town, kildare",,Kildare,100000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-08-20,"78 woodbrook lawn, boghall rd, bray",,Wicklow,270000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-10-07,"826 the gates, beacon south quarter, sandyford",Dublin 18,Dublin,288528.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2017-03-28,"3 new st, sligo, sligo",,Sligo,114000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-02-18,"kilvanloon, ballaghadereen, roscommon",,Roscommon,150000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-07-27,"97 hillcrest dr, lucan, dublin",,Dublin,265000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-08-28,"54 st johns, park ave, sandymount",Dublin 4,Dublin,677500.0,No,No,Second-Hand Dwelling house /Apartment,
2010-10-22,"6 the glen, bodenpark, rathfarnham",,Dublin,285000.0,No,No,Second-Hand Dwelling house /Apartment,
2010-10-11,"34 belmayne park north, belmayne, balgriffin",Dublin 13,Dublin,246651.98,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
2016-11-14,"apt 3, 3 syndham rd, ballsbridge dublin 4",Dublin 4,Dublin,213000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-10-31,"the cottage, the glebe, knockcroghery",,Roscommon,80000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-03-06,"16 traverslea wood, lower glenageary road, glenageary",,Dublin,361233.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2017-10-20,"2 rose terrace, francis st, wexford",,Wexford,335000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-12-21,"29 the steeples, mulgrave st, limerick",,Limerick,110000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-11-23,"41 copperhill, broomfield, midleton",,Cork,132159.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2012-08-24,"tulligmore, killorglin",,Kerry,295000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-12-05,"88 ballinclea heights, killiney, dublin",,Dublin,740000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-12-02,"91 clybaun heights, knocknacarra, galway",,Galway,395000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-02-21,"36 lisalea, blackrock",,Dublin,305000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-12-04,"41 ard na cassa, longford",,Longford,100000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2019-12-03,"7 the close, mount hamilton, dundalk",,Louth,215000.0,No,Yes,New Dwelling house /Apartment,
2019-04-29,"47 ardsolus, old naas road, brownsbarn",,Dublin,303965.0,No,Yes,New Dwelling house /Apartment,
2020-10-13,"28 woodlands ave, stillorgan, dublin",,Dublin,375000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2018-03-09,"7a luttrellstown court, castleknock, dublin 15",Dublin 15,Dublin,559000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-11-12,"1 the park, rosmor, ballyneeety rd",,Limerick,265000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-05-17,"16 grianan fidh, aikens village, sandyford dublin 18",Dublin 18,Dublin,300000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-03-28,"81 windmill terrace, porterstown, dublin 15",Dublin 15,Dublin,171118.0,No,No,Second-Hand Dwelling house /Apartment,
2015-07-10,"18 applewood, maryborough ridge, maryborough hill douglas coork",,Cork,198237.88,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2012-02-01,"4 meakstown cottages, finglas",,Dublin,205000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-10-12,"3 friarsland ave, clonskeagh, dublin 14",Dublin 14,Dublin,580000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-05-19,"kilmannock, campile, new ross",,Wexford,120000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2012-08-23,"ballybrenaugh, cloyne",,Cork,50000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-09-03,"53 castleview, headford, galway",,Galway,201000.0,No,No,Second-Hand Dwelling house /Apartment,
2010-09-24,"104 balrothery estate, tallaght, dublin 24.",,Dublin,235000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-06-20,"3 the orchard, kingston, galway",,Galway,300000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-12-16,"27 scramogue manor, co. roscommon",,Roscommon,200000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-07-01,"7 the cedars, monkstown valley, monkstown",,Dublin,417000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-10-23,"knockardbane, liscarroll, mallow",,Cork,109000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-08-12,"cooga upper, doon",,Limerick,105000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-03-12,"21 racecourse gardens, galway, galway",,Galway,243000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-09-09,"6 holly mews, templar's hall",,Waterford,70000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-03-22,"22 seoid na tra, bettystown",,Meath,263436.12,No,Yes,New Dwelling house /Apartment,
2011-09-20,"21 foyle road, fairview",Dublin 3,Dublin,237500.0,No,No,Second-Hand Dwelling house /Apartment,
2019-04-30,"239 collins avenue, whitehall, dublin 9",,Dublin,512000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-07-20,"76 winter garden, pearse st, dublin 2",Dublin 2,Dublin,300000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-12-09,"32 radharc na coille, drumkeen",,Donegal,140088.1,No,Yes,New Dwelling house /Apartment,
2015-02-13,"12 woodlawn, brigown, mitchelstown",,Cork,170000.0,No,No,Second-Hand Dwelling house /Apartment,
2010-11-17,"51 the grove, kill st. lawrence, airport road",,Waterford,175000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2017-09-08,"9 chapel lane, churchfield, castlemagner",,Cork,157000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-09-09,"44 ferns green, ferns bridge, monasterevin",,Kildare,215000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2020-01-28,"skreen, donegal, f94p5v6",,Donegal,30000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-11-10,"2 cois abhainn, riverstick",,Cork,225000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2018-05-04,"22 eascanrath brook, suncroft, the curragh",,Kildare,315418.5,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2018-12-21,"21 rathborne square, rathborne, ashtown",Dublin 15,Dublin,295154.0,No,Yes,New Dwelling house /Apartment,
2016-10-27,"25 landsdowne park, templeogue, dublin 16",Dublin 16,Dublin,580000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-11-27,"36 cranmer lane, cramner place, haddington road",Dublin 4,Dublin,472500.0,No,No,Second-Hand Dwelling house /Apartment,
2019-10-08,"lissataggle, gortatlea, tralee",,Kerry,302500.0,No,No,Second-Hand Dwelling house /Apartment,
2020-07-28,"crossbane, mullagh, kells",,Meath,64000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-08-21,"39 the gables, grangeview, clondalkin",,Dublin,84975.0,No,No,Second-Hand Dwelling house /Apartment,
2019-12-17,"22 fairhaven walk, castleknock road, castleknock",Dublin 15,Dublin,585903.0,No,Yes,New Dwelling house /Apartment,
2017-10-27,"1 quarry well, seskin bantry, cork",,Cork,207500.0,Yes,No,Second-Hand Dwelling house /Apartment,
2015-04-10,"22 the drive, dunboyne castle, dunboyne",,Meath,282000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-12-22,"62 greenlea rd, terenure, dublin 6w",,Dublin,702000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-09-23,"240 lower mount marion, milford",,Donegal,25000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-01-23,"51 juliet square, st edmunds, palmerstown",Dublin 20,Dublin,146550.0,No,No,Second-Hand Dwelling house /Apartment,
2018-07-05,"apartment 89  leona block, honeypark, dun laoghaire",,Dublin,361233.48,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2018-02-06,"75 grove  rd, dublin 6, dublin",Dublin 6,Dublin,450000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-02-16,"apt 36 abbot court  cualanor, upper glenageary road, dun laoghaire",,Dublin,218630.75,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2012-05-24,"18 magdalene court, kells",,Meath,51500.0,No,No,Second-Hand Dwelling house /Apartment,
2014-12-23,"no. 17 the wellness centre, gortumullen, kenmare",,Kerry,26990.0,No,No,Second-Hand Dwelling house /Apartment,
2013-03-26,"2a forest way, rivervalley, swords",,Dublin,135000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-03-31,"66 woodstream, coolaney",,Sligo,44052.86,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2013-05-31,"428  pearse villas, sallynoggin, dun laoghaire",,Dublin,210000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-11-05,"knoppogue, mallow",,Cork,220000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-08-16,"glounamuckla, newmarket, cork",,Cork,155000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-12-03,"brackenbank, ballykinsella, tramore",,Waterford,415000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-09-13,"glosh, blacksod, ballina",,Mayo,108000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-10-31,"95 the court, dunboyne castle, dunboyne",,Meath,26261.0,No,No,Second-Hand Dwelling house /Apartment,
2017-04-19,"6 the granaries, crank road, banagher",,Offaly,28375.0,No,No,Second-Hand Dwelling house /Apartment,
2020-06-08,"ballycommon, nenagh, co tipperary",,Tipperary,170000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-09-07,"1 cluain ri, bunowen rd, louisburgh",,Mayo,150000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-06-23,"pallasmore, carrigatoher, nenagh",,Tipperary,140000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-11-30,"46 cloch choirneal, balrothery",,Dublin,200000.0,No,Yes,New Dwelling house /Apartment,
2020-02-19,"bogmount, dromtrasna collins, abbeyfeale",,Limerick,172500.0,No,No,Second-Hand Dwelling house /Apartment,
2021-08-27,"13 the court, dalcassian downs, glasnevin dublin 11",Dublin 11,Dublin,195000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-02-20,"ballinagarde, ballyneety",,Limerick,125000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-08-20,"7 ashfield green, mulhuddart, dublin 15",Dublin 15,Dublin,297000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-06-07,"silver hill, kilcoursey, clara",,Offaly,90000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-09-02,"1 the mews riverchapel, courtown, gorey",,Wexford,150000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-08-10,"19 ravenswood crescent, clonsilla, dublin",Dublin 15,Dublin,86486.78,Yes,No,Second-Hand Dwelling house /Apartment,
2014-10-29,"no. 10 radharc na greine, altamont street, westport",,Mayo,188000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-03-30,"ballylynch, kilmacthomas",,Waterford,100000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2019-08-29,"church brae, greencastle, co donegal",,Donegal,110000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-10-05,"5 cluain aoibh, clarina, limerick",,Limerick,296272.0,No,No,Second-Hand Dwelling house /Apartment,
2019-11-25,"14brooklodge house, oakview village, tralee",,Kerry,92250.0,No,No,Second-Hand Dwelling house /Apartment,
2010-03-19,"11 ashbourne village, tycor",,Waterford,205000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-12-22,"apt 12 block 1, riverwalk, inner ring rd",,Waterford,60000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-11-03,"4 dun a ri gardens, kingcourt, cavan",,Cavan,70000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-05-15,"8 oakdale, shanakiel, cork",,Cork,176000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-03-16,"64 an fuaran, dublin road, oranmore",,Galway,312775.33,No,Yes,New Dwelling house /Apartment,
2014-09-26,"corlea, enybegs, longford",,Longford,87500.0,No,No,Second-Hand Dwelling house /Apartment,
2016-10-07,"70 glenn na ri, druid valley, cabinteely dublin 18",,Dublin,337500.0,No,No,Second-Hand Dwelling house /Apartment,
2015-01-28,"68 grande central, rockbrook, sandyford",Dublin 18,Dublin,251754.0,No,No,Second-Hand Dwelling house /Apartment,
2017-08-14,"22 belfry green, citywest, dublin 24",Dublin 24,Dublin,197000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-06-27,"ballykiniva, claremorris, mayo",,Mayo,34000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-10-15,"12 clonmel rd, glasnevin, dublin 11",Dublin 11,Dublin,520000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-08-19,"62 woodglade, fenagh",,Carlow,105000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-02-06,"8 st helens villas, rock rd, booterstown",,Dublin,1400000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-10-29,"2 castleview road, clondalkin, dublin 22",,Dublin,300000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-09-04,"5 heatherfield, carrigaline, co. cork",,Cork,290000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-10-15,"114 kilbarry place, farranree, cork",,Cork,48000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-11-04,"55 huntstown wood, blanchardstown, dublin 15",Dublin 15,Dublin,298000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-05-24,"142  ardglass, baltinglass",,Wicklow,228634.0,No,Yes,New Dwelling house /Apartment,
