DateofSale(yyyy-mm-dd),Address,PostalCode,County,Price(€),NotFullMarketPrice,VATExclusive,DescriptionofProperty,PropertySizeDescription,CleanedPrice(€),Town,StockPrice,Population,quarter,QuarterNumber
2014-11-11,"['1 limetree ave', ' adare', ' limerick']",,Limerick,315000.0,No,No,Second-Hand Dwelling house /Apartment,,314999.99999999994,Limerick,2039.68,94192.0,2014Q4,4.0
2018-06-08,"['18 dunville wood', ' dunville', ' athlumney']",,Meath,237388.65,No,Yes,New Dwelling house /Apartment,between 38 and 125 sq metres,237388.64999999988,,2779.03,,2018Q2,2.0
2016-05-27,"['24 orchard green', ' coolmine', ' blanchardstown dublin 15']",Dublin 15,Dublin,344000.0,No,No,Second-Hand Dwelling house /Apartment,,343999.9999999998,,2099.06,,2016Q2,2.0
2014-11-20,"['ashfield', ' aharney', ' tullamore']",,Offaly,341750.0,No,No,Second-Hand Dwelling house /Apartment,,341749.9999999997,Small Towns,2052.75,,2014Q4,4.0
2020-09-23,"['knockavota', ' milltown', ' kerry']",,Kerry,85000.0,No,No,Second-Hand Dwelling house /Apartment,,85000.0,,3236.92,,2020Q3,3.0
2012-07-23,"['17 seacrest', ' knockcarra', ' galway']",,Galway,340000.0,No,No,Second-Hand Dwelling house /Apartment,,340000.00000000006,Galway,1350.52,79934.0,2012Q3,3.0
2018-04-11,"['72 the meadows', ' newbridge', ' kildare']",,Kildare,230000.0,No,No,Second-Hand Dwelling house /Apartment,,230000.0000000002,Newbridge,2642.19,22742.0,2018Q2,2.0
2021-09-17,"['10 caltragh rd', ' sligo', ' sligo']",,Sligo,205000.0,No,No,Second-Hand Dwelling house /Apartment,,205000.0,Sligo,4432.99,19199.0,2021Q3,3.0
2013-11-20,"['47 rowan park', ' lismonaghan', ' letterkenny']",,Donegal,90000.0,No,No,Second-Hand Dwelling house /Apartment,,89999.99999999997,Letterkenny,1781.37,19274.0,2013Q4,4.0
2020-01-31,"['1 elm road', ' donnycarney', ' dublin 9']",Dublin 9,Dublin,222500.0,No,No,Second-Hand Dwelling house /Apartment,,222500.0000000001,,3225.52,,2020Q1,1.0
2016-05-18,"['18 beechfield haven', ' corbawn lane', ' shankill']",,Dublin,225000.0,No,No,Second-Hand Dwelling house /Apartment,,225000.00000000012,,2047.63,,2016Q2,2.0
2015-09-11,"['mill gardens', ' milltown', ' dingle']",,Kerry,340000.0,No,No,Second-Hand Dwelling house /Apartment,,340000.00000000006,,1961.05,,2015Q3,3.0
2017-02-21,"['29 trinity sq', ' waterford', ' waterford']",,Waterford,52000.0,No,No,Second-Hand Dwelling house /Apartment,,51999.99999999997,Waterford,2365.38,53504.0,2017Q1,1.0
2016-04-27,"['brosna', ' kerry']",,Kerry,36000.0,No,No,Second-Hand Dwelling house /Apartment,,36000.00000000002,,2095.15,,2016Q2,2.0
2014-03-25,"['apt 5 block 1', ' tivoli woods', ' silversprings']",,Cork,115000.0,No,No,Second-Hand Dwelling house /Apartment,,115000.00000000007,,1865.62,,2014Q1,1.0
2017-07-04,"['no. 16 droimnin', ' stradbally']",,Laois,153225.0,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,153224.99999999994,,2429.01,,2017Q3,3.0
2020-09-02,"['apt no1 cornmill', ' connell street', ' cork']",,Cork,135000.0,No,No,Second-Hand Dwelling house /Apartment,,135000.00000000012,Cork,3580.84,208669.0,2020Q3,3.0
2019-09-27,"['45 conquer hill rd', ' clontarf', ' dublin 3']",Dublin 3,Dublin,535000.0,No,No,Second-Hand Dwelling house /Apartment,,534999.9999999998,,2961.79,,2019Q3,3.0
2021-03-02,"['10 waterside place', ' waterside', ' swords road']",,Dublin,529999.6,No,Yes,New Dwelling house /Apartment,,529999.5999999995,,3870.29,,2021Q1,1.0
2018-03-29,"['beddgelert lodge', ' kilmurray', ' gorey']",,Wexford,415000.0,No,No,Second-Hand Dwelling house /Apartment,,414999.9999999997,Gorey,2640.87,9822.0,2018Q1,1.0
2021-11-29,"['23 rathylin glebe', ' ballybane', ' galway city']",,Galway,260000.0,No,No,Second-Hand Dwelling house /Apartment,,260000.00000000012,,4655.27,,2021Q4,4.0
2019-12-18,"['scullabogue lodge', ' schoolhouse rd', ' rosbercon new ross']",,Wexford,138000.0,No,No,Second-Hand Dwelling house /Apartment,,137999.99999999988,,3191.14,,2019Q4,4.0
2018-05-25,"['68 old balreask woods', ' navan', ' meath']",,Meath,235000.0,No,No,Second-Hand Dwelling house /Apartment,,234999.99999999997,Navan,2721.33,30173.0,2018Q2,2.0
2016-04-19,"['9 anchor mews', ' arklow', ' wicklow']",,Wicklow,135000.0,No,No,Second-Hand Dwelling house /Apartment,,135000.00000000012,Wicklow,2100.8,10584.0,2016Q2,2.0
2017-08-30,"['15 montrose avenue', ' foxwood']",,Waterford,184050.0,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,184050.0000000001,,2457.59,,2017Q3,3.0
2018-05-31,"['1 hillview', ' ballyclerehan', ' clonmel']",,Tipperary,98290.94,Yes,No,Second-Hand Dwelling house /Apartment,,98290.94000000008,Small Towns,2705.27,,2018Q2,2.0
2019-08-13,"['28  rosary road', ' maryland', ' dublin 8']",Dublin 8,Dublin,345000.0,No,No,Second-Hand Dwelling house /Apartment,,345000.00000000006,,2926.32,,2019Q3,3.0
2013-03-13,"['39 ardfield road', ' grange', ' douglas  cork']",,Cork,180000.79,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,180000.79000000007,,1554.52,,2013Q1,1.0
2017-05-04,"['7 pipers court', ' millmount rd', ' mullingar']",,Westmeath,230000.0,No,No,Second-Hand Dwelling house /Apartment,,230000.0000000002,Mullingar,2389.52,20928.0,2017Q2,2.0
2018-01-19,"['23 cappagh', ' mohill', ' leitrim']",,Leitrim,42000.0,No,No,Second-Hand Dwelling house /Apartment,,41999.99999999998,,2810.3,,2018Q1,1.0
2019-06-21,"['24b all saints rd', ' raheny', ' dublin 5']",Dublin 5,Dublin,547500.0,No,No,Second-Hand Dwelling house /Apartment,,547500.0,,2950.46,,2019Q2,2.0
2017-10-10,"['apt 197', ' bachelors walk apts', ' liffey st lower dublin 1']",Dublin 1,Dublin,201600.0,No,No,Second-Hand Dwelling house /Apartment,,201600.0,,2550.64,,2017Q4,4.0
2019-08-30,"['25 molaga st', ' clonakilty', ' cork']",,Cork,181000.0,No,No,Second-Hand Dwelling house /Apartment,,180999.99999999985,Cork,2926.46,208669.0,2019Q3,3.0
2018-02-13,"['30 b oaklands', ' gortlee', ' letterkenny']",,Donegal,22700.0,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,22700.0,Letterkenny,2662.94,19274.0,2018Q1,1.0
2020-02-03,"['carraig ard', ' coolcots lane', ' wexford']",,Wexford,395000.0,No,No,Second-Hand Dwelling house /Apartment,,395000.0,Wexford,3248.92,20188.0,2020Q1,1.0
2021-02-25,"['11 marion terrace', ' coolcower', ' macroom']",,Cork,90000.0,No,No,Second-Hand Dwelling house /Apartment,,89999.99999999997,Small Towns,3829.34,,2021Q1,1.0
2021-11-26,"['freighmore', ' castlepollard', ' mullingar']",,Westmeath,239000.0,No,No,Second-Hand Dwelling house /Apartment,,239000.00000000003,Mullingar,4594.62,20928.0,2021Q4,4.0
2013-12-16,"['5 claremont avenue', ' honeypark', ' dun laoghaire']",,Dublin,579999.76,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,579999.7600000004,,1786.54,,2013Q4,4.0
2018-01-12,"['15 steamboat quay', ' phase 1', ' dock road']",,Limerick,70000.0,No,No,Second-Hand Dwelling house /Apartment,,69999.99999999994,,2786.24,,2018Q1,1.0
2016-01-14,"['drumcannon', ' killygordon', ' donegal']",,Donegal,100000.0,No,No,Second-Hand Dwelling house /Apartment,,100000.0,,1921.84,,2016Q1,1.0
2018-01-31,"['8 kingsmill court', ' bolton st', ' dublin']",Dublin 1,Dublin,130000.0,No,No,Second-Hand Dwelling house /Apartment,,130000.00000000006,Dublin,2823.81,1173179.0,2018Q1,1.0
2018-02-15,"['1 lord avenue', ' lough rynn estate', ' mohill']",,Leitrim,100000.0,No,No,Second-Hand Dwelling house /Apartment,,100000.0,,2731.2,,2018Q1,1.0
2013-03-26,"['rathcoole house', ' main street', ' rathcoole']",,Dublin,115000.0,No,No,Second-Hand Dwelling house /Apartment,,115000.00000000007,,1563.77,,2013Q1,1.0
2019-07-11,"['4 blackoak rise', ' barrack hill', ' newport']",,Mayo,206000.0,No,No,Second-Hand Dwelling house /Apartment,,206000.0,,2999.91,,2019Q3,3.0
2019-01-11,"['1 broadfield grange', ' broadfield manor', ' rathcoole']",,Dublin,430000.42,No,Yes,New Dwelling house /Apartment,,430000.4199999998,,2596.26,,2019Q1,1.0
2018-09-05,"['6 sliabh dromond', ' kilmacrennan rd', ' letterkenny']",,Donegal,141000.0,No,No,Second-Hand Dwelling house /Apartment,,141000.0,Letterkenny,2888.6,19274.0,2018Q3,3.0
2015-07-27,"['36 castlemanor ballymakenny rd', ' drogheda', ' louth']",,Louth,265000.0,No,No,Second-Hand Dwelling house /Apartment,,264999.9999999999,Drogheda,2067.64,40956.0,2015Q3,3.0
2017-12-21,"['16 cherrybrook', ' ardee', ' louth']",,Louth,155000.0,No,No,Second-Hand Dwelling house /Apartment,,155000.0,Small Towns,2684.57,,2017Q4,4.0
2017-02-20,"['drumeagle', ' crosserlough', ' co cavan']",,Cavan,220000.0,No,No,Second-Hand Dwelling house /Apartment,,219999.99999999985,,2351.16,,2017Q1,1.0
2019-04-03,"['5 parkside gardens', ' parkside', ' balgriffin']",Dublin 13,Dublin,455000.0,No,Yes,New Dwelling house /Apartment,,455000.0000000002,,2873.4,,2019Q2,2.0
2021-01-15,"['10 longfield circle', ' clonmel', ' tipperary']",,Tipperary,200000.0,No,No,Second-Hand Dwelling house /Apartment,,200000.0000000001,Tipperary,3768.25,4979.0,2021Q1,1.0
2017-06-01,"['29 stonebridge', ' ratoath']",,Meath,283000.0,No,Yes,New Dwelling house /Apartment,between 38 and 125 sq metres,282999.99999999994,,2430.06,,2017Q2,2.0
2017-10-03,"['rathcronan', ' granard', ' co longford']",,Longford,100000.0,No,No,Second-Hand Dwelling house /Apartment,,100000.0,Small Towns,2534.58,,2017Q4,4.0
2019-08-02,"['rosewood', ' athy rd', ' monasterevin']",,Kildare,265000.0,No,No,Second-Hand Dwelling house /Apartment,,264999.9999999999,,2932.05,,2019Q3,3.0
2015-12-12,"['2 oldwood', ' oldtown demesne', ' naas']",,Kildare,525000.0,No,No,Second-Hand Dwelling house /Apartment,,524999.9999999998,Naas,2012.37,21393.0,2015Q4,4.0
2019-10-17,"['3 maple woods', ' pembroke wood', ' passage west']",,Cork,265000.0,No,No,Second-Hand Dwelling house /Apartment,,264999.9999999999,Small Towns,2997.95,,2019Q4,4.0
2018-12-10,"['17 rathborne walk', ' ashtown']",Dublin 15,Dublin,360000.0,No,Yes,New Dwelling house /Apartment,,359999.99999999994,,2637.72,,2018Q4,4.0
2015-11-16,"['ballymackibbot', ' killeagh', ' co cork']",,Cork,221000.0,No,No,Second-Hand Dwelling house /Apartment,,221000.0000000001,,2053.19,,2015Q4,4.0
2015-03-31,"['14 rathmore', ' raheen', ' limerick']",,Limerick,212000.0,No,No,Second-Hand Dwelling house /Apartment,,212000.0000000001,Limerick,2067.89,94192.0,2015Q1,1.0
2021-12-14,"['1 kiltole', ' convoy', ' co donegal']",,Donegal,11750.0,No,No,Second-Hand Dwelling house /Apartment,,11750.000000000004,,4634.09,,2021Q4,4.0
2020-03-24,"['37 hermitage dr', ' rushbrooke links', ' cobh']",,Cork,220000.0,No,No,Second-Hand Dwelling house /Apartment,,219999.99999999985,Small Towns,2447.33,,2020Q1,1.0
2015-08-27,"['94 callenders mill', ' ardclough rd', ' celbridge']",,Kildare,42827.34,No,No,Second-Hand Dwelling house /Apartment,,42827.34,,1987.66,,2015Q3,3.0
2017-08-02,"['2 thompson cottages', ' rutland place', ' dublin']",Dublin 1,Dublin,260000.0,No,No,Second-Hand Dwelling house /Apartment,,260000.00000000012,Dublin,2477.57,1173179.0,2017Q3,3.0
2017-01-24,"['9 oakcourt close', ' palmerstown', ' dublin 20']",Dublin 20,Dublin,235000.0,No,No,Second-Hand Dwelling house /Apartment,,234999.99999999997,,2280.07,,2017Q1,1.0
2015-04-22,"['6 esker cottages', ' lucan', ' dublin']",,Dublin,300000.0,No,No,Second-Hand Dwelling house /Apartment,,299999.9999999999,Dublin,2107.96,1173179.0,2015Q2,2.0
2017-01-13,"['6 drisarden', ' gortlee', ' letterkenny']",,Donegal,122000.0,No,No,Second-Hand Dwelling house /Apartment,,122000.0000000001,Letterkenny,2274.64,19274.0,2017Q1,1.0
2013-04-04,"['47 bloomfields', ' clonard']",,Wexford,141800.0,No,No,Second-Hand Dwelling house /Apartment,,141799.99999999994,,1559.98,,2013Q2,2.0
2020-02-26,"['22 cimin mor', ' cappagh road', ' galway']",,Galway,185000.0,No,No,Second-Hand Dwelling house /Apartment,,185000.0000000001,Galway,3116.39,79934.0,2020Q1,1.0
2015-11-03,"['3 cherryhill ave', ' kells', ' meath']",,Meath,125000.0,Yes,No,Second-Hand Dwelling house /Apartment,,124999.99999999993,Small Towns,2109.79,,2015Q4,4.0
2020-09-28,"['3 st jamess ave', ' clonliffe rd', ' drumcondra dublin 3']",Dublin 3,Dublin,223350.0,No,No,Second-Hand Dwelling house /Apartment,,223350.00000000003,,3351.6,,2020Q3,3.0
2019-04-08,"['59 tolka', ' prospect hill', ' tolka estate dublin 11']",Dublin 11,Dublin,70000.0,Yes,No,Second-Hand Dwelling house /Apartment,,69999.99999999994,,2895.77,,2019Q2,2.0
2013-11-21,"['6 ashfield drive', ' coolcotts', ' wexford']",,Wexford,125000.0,No,No,Second-Hand Dwelling house /Apartment,,124999.99999999993,Wexford,1795.85,20188.0,2013Q4,4.0
2010-03-19,"['ballywilliam', ' enniscorthy']",,Wexford,75000.0,No,No,Second-Hand Dwelling house /Apartment,,74999.99999999996,Small Towns,1159.9,,2010Q1,1.0
2018-07-06,"['23 the lodge', ' classes lake', ' ovens']",,Cork,263000.0,No,No,Second-Hand Dwelling house /Apartment,,263000.00000000023,,2759.82,,2018Q3,3.0
2016-08-09,"['5 rathview', ' prosperous', ' co kildare']",,Kildare,232000.0,No,No,Second-Hand Dwelling house /Apartment,,232000.00000000012,,2181.74,,2016Q3,3.0
2017-09-21,"['8 inis mor', ' father russell rd', ' dooradoyle']",,Limerick,215000.0,No,No,Second-Hand Dwelling house /Apartment,,215000.0000000001,,2500.6,,2017Q3,3.0
2018-07-13,"['1b castlefield green', ' knocklyon', ' dublin 16']",Dublin 16,Dublin,365000.0,No,No,Second-Hand Dwelling house /Apartment,,365000.0000000002,,2801.31,,2018Q3,3.0
2017-01-17,"[""3 kellett's grove"", ' lagore road', ' dunshaughlin']",,Meath,279999.99,No,Yes,New Dwelling house /Apartment,between 38 and 125 sq metres,279999.98999999976,,2267.89,,2017Q1,1.0
2019-11-29,"['14 awbeg', ' river valley', ' mallow']",,Cork,190000.0,No,No,Second-Hand Dwelling house /Apartment,,190000.0000000001,Small Towns,3140.98,,2019Q4,4.0
2016-12-13,"['38 willbrook house', ' northbrook ave', ' ranelagh dublin 6']",Dublin 6,Dublin,200000.0,No,No,Second-Hand Dwelling house /Apartment,,200000.0000000001,,2271.72,,2016Q4,4.0
2011-04-15,"['103 dalton park', ' mullingar']",,Westmeath,60000.0,No,No,Second-Hand Dwelling house /Apartment,,60000.00000000002,Mullingar,1319.68,20928.0,2011Q2,2.0
2020-11-20,"['11 oranhill rd', ' oranhill', ' oranmore']",,Galway,365000.0,No,No,Second-Hand Dwelling house /Apartment,,365000.0000000002,,3557.54,,2020Q4,4.0
2021-06-25,"['73 griffith court', ' marino', ' dublin 3']",Dublin 3,Dublin,535000.0,No,No,Second-Hand Dwelling house /Apartment,,534999.9999999998,,4280.7,,2021Q2,2.0
2013-07-31,"[""10 st assam's road west"", ' raheny', ' dublin 5']",Dublin 5,Dublin,326990.0,No,No,Second-Hand Dwelling house /Apartment,,326990.0,,1685.73,,2013Q3,3.0
2018-11-23,"['16 mulan mor', ' tuam road', ' galway']",,Galway,130000.0,No,No,Second-Hand Dwelling house /Apartment,,130000.00000000006,Galway,2632.56,79934.0,2018Q4,4.0
2021-08-30,"['33 millrace park', ' saggart', ' dublin']",Dublin 24,Dublin,300000.0,No,No,Second-Hand Dwelling house /Apartment,,299999.9999999999,Dublin,4528.79,1173179.0,2021Q3,3.0
2021-02-02,"['apt 15 block h the campion', ' marina village', ' greystones']",,Wicklow,400931.0,No,No,Second-Hand Dwelling house /Apartment,,400930.9999999999,Small Towns,3826.31,,2021Q1,1.0
2015-02-26,"['15 sleepy hollow', ' kinsealy lane', ' malahide']",,Dublin,679998.93,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,679998.9300000002,,2110.74,,2015Q1,1.0
2016-12-15,"['apt 46 downshire place', ' edenderry', ' co offaly']",,Offaly,68000.0,No,No,Second-Hand Dwelling house /Apartment,,67999.99999999994,Small Towns,2262.03,,2016Q4,4.0
2013-01-04,"['14  hollyvale', ' forrest hill', ' carrigaline']",,Cork,185000.46,No,Yes,New Dwelling house /Apartment,between 38 and 125 sq metres,185000.45999999988,,1466.47,,2013Q1,1.0
2019-08-08,"['12 wicklow terrace', ' ferrybank', ' arklow']",,Wicklow,195000.0,No,No,Second-Hand Dwelling house /Apartment,,194999.99999999997,Small Towns,2938.09,,2019Q3,3.0
2014-10-08,"['5 erris bay', ' boyle', ' co roscommon']",,Roscommon,97500.0,No,No,Second-Hand Dwelling house /Apartment,,97499.99999999996,Small Towns,1968.89,,2014Q4,4.0
2019-07-18,"['32 priory sq', ' st raphaels manor', ' celbridge']",,Kildare,230000.0,No,No,Second-Hand Dwelling house /Apartment,,230000.0000000002,,2995.11,,2019Q3,3.0
2020-10-09,"['moanroe', ' ladysbridge garryvoe', ' cork']",,Cork,382500.0,No,No,Second-Hand Dwelling house /Apartment,,382500.0000000002,Cork,3477.13,208669.0,2020Q4,4.0
2019-08-14,"['4 an radharc', ' maryborough ridge', ' maryborough hill']",,Cork,219999.99,No,Yes,New Dwelling house /Apartment,,219999.99000000017,,2840.6,,2019Q3,3.0
2017-08-03,"['65 milford park', ' ballinabrannagh']",,Carlow,259998.99,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,259998.98999999985,,2472.16,,2017Q3,3.0
2017-02-27,"['14 the court', ' oldtown mill', ' celbridge']",,Kildare,310000.0,No,No,Second-Hand Dwelling house /Apartment,,310000.0,,2369.75,,2017Q1,1.0
2011-12-20,"['newgrove', ' kilrickle', ' loughrea']",,Galway,145000.0,No,No,Second-Hand Dwelling house /Apartment,,144999.99999999994,Small Towns,1241.3,,2011Q4,4.0
2015-02-12,"['48 brandon square', ' waterville  snugborough road', ' blanchardstown']",Dublin 15,Dublin,307999.99,No,Yes,New Dwelling house /Apartment,between 38 and 125 sq metres,307999.99000000017,,2088.48,,2015Q1,1.0
2012-10-08,"['apt 301 c', ' aikens village', ' sandyford']",,Dublin,157000.0,No,No,Second-Hand Dwelling house /Apartment,,156999.9999999999,,1455.88,,2012Q4,4.0
2021-08-26,"['7 juniper ave', ' beaufort place', ' navan']",,Meath,289000.0,No,No,Second-Hand Dwelling house /Apartment,,289000.0,Navan,4469.91,30173.0,2021Q3,3.0
2016-09-23,"['218 galloping green', ' blackrock', ' dublin']",,Dublin,500000.0,No,No,Second-Hand Dwelling house /Apartment,,499999.9999999997,Dublin,2164.69,1173179.0,2016Q3,3.0
2019-10-06,"['barrogstown', ' maynooth', ' kildare']",,Kildare,550000.0,No,No,Second-Hand Dwelling house /Apartment,,550000.0000000001,,2952.01,,2019Q4,4.0
2020-07-06,"['249 plums road', ' wedgewood', ' sandyford']",Dublin 16,Dublin,460000.0,No,No,Second-Hand Dwelling house /Apartment,,459999.9999999996,,3179.72,,2020Q3,3.0
2010-03-12,"['drumanespick', ' bailieborough']",,Cavan,50000.0,No,No,Second-Hand Dwelling house /Apartment,,50000.00000000001,,1149.99,,2010Q1,1.0
2020-12-04,"['1 emmet st', ' kennyswell rd', ' kilkenny']",,Kilkenny,218000.0,No,No,Second-Hand Dwelling house /Apartment,,217999.9999999999,Kilkenny,3699.12,26512.0,2020Q4,4.0
2012-05-16,"['carratowick', ' westport']",,Mayo,100000.0,Yes,No,Second-Hand Dwelling house /Apartment,,100000.0,Small Towns,1324.8,,2012Q2,2.0
2016-06-15,"['15 monastery view', ' westport', ' mayo']",,Mayo,217500.0,No,No,Second-Hand Dwelling house /Apartment,,217500.00000000012,Small Towns,2071.5,,2016Q2,2.0
2011-11-30,"['beaghbaun', ' brownsgrove', ' tuam']",,Galway,60000.0,No,No,Second-Hand Dwelling house /Apartment,,60000.00000000002,Small Towns,1246.96,,2011Q4,4.0
2021-04-28,"['69 ashmount court', ' silversprings', ' cork']",,Cork,275000.0,No,No,Second-Hand Dwelling house /Apartment,,275000.00000000006,Cork,4183.18,208669.0,2021Q2,2.0
2019-12-05,"['dwyers house spa st', ' portarlington', ' laois']",,Laois,60000.0,No,No,Second-Hand Dwelling house /Apartment,,60000.00000000002,,3117.43,,2019Q4,4.0
2014-06-26,"['31st lockhouse', ' rahan', ' tullamore']",,Offaly,77500.0,No,No,Second-Hand Dwelling house /Apartment,,77499.99999999999,Small Towns,1957.22,,2014Q2,2.0
2014-11-26,"['5 cois na habhainn', ' tullaghan']",,Leitrim,69999.99,No,Yes,New Dwelling house /Apartment,between 38 and 125 sq metres,69999.99000000003,,2072.83,,2014Q4,4.0
2015-08-20,"['58 mulberry ave', ' buncrana', ' donegal']",,Donegal,167000.0,No,No,Second-Hand Dwelling house /Apartment,,166999.99999999985,Small Towns,2035.73,,2015Q3,3.0
2016-01-15,"['47 clonliff rd', ' dublin 3', ' dublin']",Dublin 3,Dublin,250000.0,No,No,Second-Hand Dwelling house /Apartment,,249999.99999999985,Dublin,1880.33,1173179.0,2016Q1,1.0
2013-06-04,"['4 sydenham villas', ' putland rd', ' bray']",,Wicklow,550000.0,No,No,Second-Hand Dwelling house /Apartment,,550000.0000000001,Small Towns,1631.38,,2013Q2,2.0
2010-03-04,"['35 seafort avenue', ' sandymount']",Dublin 4,Dublin,630000.0,No,No,Second-Hand Dwelling house /Apartment,,629999.9999999999,,1122.97,,2010Q1,1.0
2016-01-22,"['24 belarmine way', ' stepaside', ' dublin 18']",Dublin 18,Dublin,480000.0,No,No,Second-Hand Dwelling house /Apartment,,480000.0000000003,,1906.9,,2016Q1,1.0
2021-05-21,"['39 hawthorn hill', ' whitebrook', ' pembrokestown']",,Wexford,278075.0,No,Yes,New Dwelling house /Apartment,,278075.0,,4155.86,,2021Q2,2.0
2012-08-22,"['15 cois abhann', ' excise street/lyster street', ' athlone']",,Westmeath,125000.0,No,No,New Dwelling house /Apartment,between 38 and 125 sq metres,124999.99999999993,Athlone,1413.49,21349.0,2012Q3,3.0
2018-11-15,"['bridge st', ' killybegs', ' donegal']",,Donegal,45000.0,No,No,Second-Hand Dwelling house /Apartment,,44999.99999999999,,2730.2,,2018Q4,4.0
2021-02-05,"['78 the way', ' dunboyne castle', ' dunboyne']",,Meath,225000.0,No,No,Second-Hand Dwelling house /Apartment,,225000.00000000012,,3886.83,,2021Q1,1.0
2019-09-27,"['26 fforster sq', ' ballydowd manor', ' lucan']",,Dublin,272500.0,No,No,Second-Hand Dwelling house /Apartment,,272500.0000000001,,2961.79,,2019Q3,3.0
2016-09-15,"['98 chanel rd', ' artane', ' dublin 5']",Dublin 5,Dublin,285000.0,No,No,Second-Hand Dwelling house /Apartment,,285000.0,,2147.26,,2016Q3,3.0
2016-07-22,"['25 maiville', ' kilrush rd', ' ennis']",,Clare,115000.0,No,No,Second-Hand Dwelling house /Apartment,,115000.00000000007,Ennis,2175.03,25276.0,2016Q3,3.0
2021-07-05,"['14 the green', ' mullen park', ' maynooth']",,Kildare,419999.94,No,Yes,New Dwelling house /Apartment,,419999.94,,4352.34,,2021Q3,3.0
2019-05-10,"['36 tramway court', ' old blessington rd', ' tallaght dublin 24']",Dublin 24,Dublin,160000.0,No,No,Second-Hand Dwelling house /Apartment,,159999.9999999999,,2881.4,,2019Q2,2.0
2018-04-18,"['apt 67', ' earls court', ' reuben st dublin 8']",Dublin 8,Dublin,195000.0,No,No,Second-Hand Dwelling house /Apartment,,194999.99999999997,,2708.64,,2018Q2,2.0
2018-09-07,"['136 rockfield manor', ' hoeys lane', ' dundalk']",,Louth,191500.0,No,No,Second-Hand Dwelling house /Apartment,,191500.0000000001,Dundalk,2871.68,39004.0,2018Q3,3.0
2017-01-11,"['b1 clonmullen hall', ' edenderry', ' offaly']",,Offaly,70000.0,No,No,Second-Hand Dwelling house /Apartment,,69999.99999999994,Small Towns,2275.32,,2017Q1,1.0
2012-04-18,"['hillcrest', ' rocky road', ' wicklow town']",,Wicklow,325000.0,No,No,Second-Hand Dwelling house /Apartment,,324999.9999999999,,1385.14,,2012Q2,2.0
2017-12-21,"['109 stoneleigh', ' craddockstown', ' naas']",,Kildare,445033.5,No,Yes,New Dwelling house /Apartment,between 38 and 125 sq metres,445033.5000000001,Naas,2684.57,21393.0,2017Q4,4.0
2010-01-25,"['20 greenview lawn', ' glencairin', ' dooradoyle']",,Limerick,161000.0,No,No,Second-Hand Dwelling house /Apartment,,160999.99999999997,,1096.78,,2010Q1,1.0
2015-12-02,"['32 connelly ave', ' inchicore', ' dublin 8']",Dublin 8,Dublin,160000.0,No,No,Second-Hand Dwelling house /Apartment,,159999.9999999999,,2079.51,,2015Q4,4.0
2015-08-12,"['129 belgrove park', ' clontarf', ' dublin 3']",Dublin 3,Dublin,307500.0,No,No,Second-Hand Dwelling house /Apartment,,307499.9999999998,,2086.05,,2015Q3,3.0
2010-09-06,"['55 white strand', ' aylesbury park', ' knappaghmore']",,Sligo,194998.67,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,194998.66999999987,,1104.51,,2010Q3,3.0
2015-07-03,"['250 newtown', ' rathangan', ' kildare']",,Kildare,85000.0,No,No,Second-Hand Dwelling house /Apartment,,85000.0,,2076.78,,2015Q3,3.0
2019-10-09,"['ballinagore', ' mullingar', ' co westmeath']",,Westmeath,411000.0,No,No,Second-Hand Dwelling house /Apartment,,411000.0000000001,Mullingar,2919.4,20928.0,2019Q4,4.0
2020-07-21,"['65 viewmount', ' greenane road', ' rathdrum']",,Wicklow,309950.0,No,Yes,New Dwelling house /Apartment,,309949.9999999997,,3257.3,,2020Q3,3.0
2017-11-17,"['6 cois glaisin view', ' johnstown', ' navan']",,Meath,249999.99,No,Yes,New Dwelling house /Apartment,between 38 and 125 sq metres,249999.9900000001,Navan,2578.85,30173.0,2017Q4,4.0
2016-11-16,"['51 lavey manor', ' lavey beg', ' charlestown']",,Mayo,96475.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,96475.00000000006,,2176.94,,2016Q4,4.0
2016-09-07,"['13 woodstown heath', ' knocklyon', ' dublin 16']",Dublin 16,Dublin,410000.0,No,No,Second-Hand Dwelling house /Apartment,,410000.00000000006,,2186.16,,2016Q3,3.0
2019-06-21,"['17 baltinglass west', ' baltinglass', ' demesne']",,Wicklow,265000.0,No,No,Second-Hand Dwelling house /Apartment,,264999.9999999999,,2950.46,,2019Q2,2.0
2013-10-01,"['4 glebe street', ' birr']",,Offaly,53000.0,No,No,Second-Hand Dwelling house /Apartment,,53000.000000000015,Small Towns,1695.0,,2013Q4,4.0
2017-10-18,"['19 brabazon green', ' golf links rd', ' bettystown']",,Meath,212500.0,No,No,Second-Hand Dwelling house /Apartment,,212499.99999999985,,2561.26,,2017Q4,4.0
